1,1,33,0.5377985830697114
2,1,92,0.6806048805071164
3,2,44,0.8563845756132933
4,2,55,0.1584658317556744
5,3,17,0.7542970442898804
6,4,31,0.2158592757623483
7,4,48,0.10427129289444426
8,4,57,0.2399677631027861
9,5,3,0.5414082902536429
10,6,42,0.9773378761572393
11,6,78,0.6167899327213545
12,7,88,0.10483886665153952
13,7,91,0.7298033220674954
14,8,49,0.7833162316506069
15,8,88,0.42002080186970225
16,9,63,0.5833177628592646
17,9,79,0.5366778180571701
18,9,91,0.5768709795409699
19,11,30,0.6874473024482304
20,11,78,0.8228470518102351
21,11,90,0.6504425702329174
22,11,91,0.36478242265791316
23,12,19,0.6606902811132961
24,13,3,0.9717856086526512
25,13,4,0.27689073873216064
26,13,87,0.6831661489334883
27,13,95,0.891073414844944
28,14,76,0.47893804396564654
29,14,99,0.7867570969574934
30,15,82,0.08011375662535114
31,16,45,0.3474047595447278
32,16,94,0.059026753395078235
33,17,22,0.6242519754884324
34,17,38,0.6325306603541199
35,17,58,0.6570862897772382
36,17,98,0.6030235778491209
37,18,58,0.5434450450999815
38,18,60,0.006127490852933626
39,19,45,0.22468040135023093
40,19,73,0.8447832091927616
41,20,88,0.0999646977671309
42,20,89,0.5152481947220547
43,21,33,0.7801627086513059
44,21,55,0.2767490779116565
45,21,96,0.35222388621699674
46,22,51,0.9478664438552378
47,23,33,0.3373342168013692
48,23,35,0.9464718219015252
49,23,36,0.07365066638698492
50,23,62,0.15612837773521404
51,24,18,0.37920553770133303
52,25,36,0.9646346597102725
53,25,50,0.5293534184206314
54,25,80,0.2573368696796885
55,25,90,0.47885398548154
56,26,9,0.8193350758957424
57,26,16,0.29197653228482323
58,26,31,0.8972481129173842
59,26,40,0.06836221881900029
60,27,85,0.9970416142769706
61,27,99,0.35098206828091494
62,28,13,0.0982122684665464
63,28,48,0.33547874083437856
64,29,4,0.940888821795374
65,30,67,0.3665655683274057
66,30,83,0.27750629335420773
67,31,64,0.3763671661698452
68,32,16,0.36355599525495563
69,32,60,0.05703377491078876
70,33,43,0.1290205227818616
71,33,60,0.914640567505107
72,33,68,0.8384811836157617
73,34,31,0.0786861322933724
74,34,61,0.48321170283327586
75,35,1,0.013938527383957289
76,35,10,0.6822758781007522
77,35,12,0.6351746002901452
78,35,91,0.0851965709061191
79,35,100,0.6074599934116988
80,36,84,0.6255062793316595
81,37,93,0.15584833641620177
82,38,11,0.06700896534162248
83,39,42,0.21152740391055358
84,42,49,0.9467750518212481
85,42,68,0.7140865117455056
86,43,66,0.06311151780276525
87,44,41,0.6696352156268595
88,46,69,0.3225184818857173
89,46,100,0.8172584417333639
90,47,83,0.48458452721464873
91,47,85,0.6244538912361042
92,48,53,0.9505002136410313
93,48,56,0.10118259378107342
94,48,60,0.543089358869291
95,51,71,0.3884293975053157
96,52,87,0.686475573760061
97,53,31,0.22013608200061618
98,53,74,0.08038453909254928
99,53,76,0.9224179551453311
100,54,11,0.10344921707963894
101,54,29,0.1980746596352324
102,54,39,0.05110330910601146
103,54,55,0.10489397390506472
104,55,22,0.058185370491700694
105,55,36,0.48229032726533183
106,55,52,0.29317448064630847
107,56,51,0.388587432799705
108,57,4,0.9683620724898363
109,58,45,0.47057967481624075
110,58,62,0.08876718276349538
111,58,99,0.776005409289464
112,59,6,0.18040624020150353
113,59,67,0.2551565196925025
114,59,78,0.44266152225755384
115,59,80,0.8823566009906065
116,60,20,0.6457453016840041
117,60,37,0.6926277327019891
118,61,45,0.11010084515498664
119,61,79,0.4771301228369147
120,62,2,0.30702728881242125
121,62,58,0.2960040110433052
122,62,94,0.0652777836045566
123,63,30,0.5889071699659777
124,63,39,0.9205911191174916
125,63,66,0.7355325810065823
126,64,12,0.7539472430841944
127,64,41,0.2783387484877399
128,64,50,0.21740786344471574
129,65,17,0.7185156630096051
130,65,37,0.5513525926162307
131,66,14,0.6039963684336959
132,66,22,0.8178986166523334
133,66,38,0.08035144404509598
134,66,68,0.6508283949922103
135,66,69,0.8839885431890755
136,67,2,0.36303775683514894
137,67,26,0.198374478283304
138,67,51,0.323396443002797
139,67,55,0.15612924998539146
140,67,74,0.7541511265898301
141,68,75,0.07718093044242502
142,68,81,0.9694128704136175
143,70,85,0.4281157818044764
